Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-09-02,"Neat and Cool",5.10a,,https://www.mountainproject.com/route/105910806/neat-and-cool,1,"International > North America > Canada > British Columbia > Squamish > The Smoke Bluffs > Neat and Cool",3.4,3,Lead,Onsight,Trad,,60,2600
2024-09-01,"Pleasant Pheasant",5.11a,,https://www.mountainproject.com/route/105950090/pleasant-pheasant,1,"International > North America > Canada > British Columbia > Squamish > Murrin Park > Petrifying Wall",3.6,3,Lead,Onsight,Sport,,80,4600
2024-09-01,Orphan,5.9,,https://www.mountainproject.com/route/106236039/orphan,1,"International > North America > Canada > British Columbia > Squamish > Murrin Park > Block and Tackle",2.7,2,TR,,Trad,,50,2400
2024-09-01,"Holiday in Cambodia",5.8,,https://www.mountainproject.com/route/106822355/holiday-in-cambodia,1,"International > North America > Canada > British Columbia > Squamish > Murrin Park > Block and Tackle",2.3,3,Lead,Onsight,Trad,,45,2100
2024-09-01,Orphan,5.9,,https://www.mountainproject.com/route/106236039/orphan,1,"International > North America > Canada > British Columbia > Squamish > Murrin Park > Block and Tackle",2.7,2,Lead,Onsight,Trad,,50,2400
2024-08-23,"Toxic Shock",5.9,,https://www.mountainproject.com/route/105791086/toxic-shock,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Inner Walls > West Side > (b) Toxic - Tang Area",3.7,3,Lead,Redpoint,Trad,,90,2400
2024-08-22,"Toxic Shock",5.9,,https://www.mountainproject.com/route/105791086/toxic-shock,1,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Inner Walls > West Side > (b) Toxic - Tang Area",3.7,3,Lead,Fell/Hung,Trad,,90,2400
2024-07-07,"The Emperor's New Clothes",5.12d,,https://www.mountainproject.com/route/112108364/the-emperors-new-clothes,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Emperor Boulder",3.6,-1,TR,,Sport,,65,7500
2024-07-05,"The Emperor's New Clothes",5.12d,,https://www.mountainproject.com/route/112108364/the-emperors-new-clothes,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Emperor Boulder",3.6,-1,TR,,Sport,,65,7500
2024-07-05,"The Emperor's New Clothes",5.12d,,https://www.mountainproject.com/route/112108364/the-emperors-new-clothes,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Emperor Boulder",3.6,-1,Lead,Fell/Hung,Sport,,65,7500
2024-07-05,"China Pockets",5.10b,,https://www.mountainproject.com/route/121796659/china-pockets,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Vent 5 > Kombucha Crag",2.3,2,Lead,Onsight,Sport,,50,2900
2024-07-05,Kind,5.6,,https://www.mountainproject.com/route/121623204/kind,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Vent 5 > Vent #5",2.3,2,Lead,Onsight,Sport,,50,1600
2024-07-05,R.I.P.D.S.W.B.,5.8,,https://www.mountainproject.com/route/123762540/ripdswb,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Vent 5 > Kimbuktu Tower",1.0,1,Lead,Onsight,"Sport, TR",,15,2100
2024-07-04,"Nudist Side Jug Haul",V1,,https://www.mountainproject.com/route/105735293/nudist-side-jug-haul,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Center Bouldering Rock (or the Beach Boulder)",2.5,2,Flash,,Boulder,,10,20100
2024-07-04,"Diagonal Ramp",V1,,https://www.mountainproject.com/route/105735665/diagonal-ramp,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Danger Rock (or Orange Buddha Rock)",2.6,-1,Send,,Boulder,,10,20100
2024-07-04,"The Spray",5.6,,https://www.mountainproject.com/route/124621673/the-spray,1,"California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Tower of the People / The Nug",2.7,2,Lead,,Sport,,60,1600
2024-06-28,"I’m Pumped",V3,,https://www.mountainproject.com/route/121075727/im-pumped,1,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Swan Slab Boulders > I’m Pumped Boulder",2.5,3,Send,,Boulder,,,20300
2024-06-28,"Bridwell Arete",V4,,https://www.mountainproject.com/route/125234799/bridwell-arete,1,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Swan Slab Boulders > Bridwell Boulder",2.7,-1,Attempt,,Boulder,,,20400
2024-06-27,"Wine South Face",V0,,https://www.mountainproject.com/route/124107793/wine-south-face,3,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Camp 4 Boulders > Wine Boulder",2.0,-1,Attempt,,Boulder,,,20008
2024-06-27,"Unnamed Undercling",V1,,https://www.mountainproject.com/route/124833056/unnamed-undercling,1,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Camp 4 Boulders > Wine Warmup Boulder",2.0,2,Send,,Boulder,,,20100
2024-06-27,"I’m Pumped",V3,"Tried in flip flops. No go in the mantel",https://www.mountainproject.com/route/121075727/im-pumped,2,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Swan Slab Boulders > I’m Pumped Boulder",2.5,3,Attempt,,Boulder,,,20300
2024-06-27,"Leaf Eater",V1,,https://www.mountainproject.com/route/106951536/leaf-eater,1,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Swan Slab Boulders > Sloth Boulder",2.2,2,Send,,Boulder,,,20100
2024-06-27,"Hand Traverse",V1-,,https://www.mountainproject.com/route/106950661/hand-traverse,1,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Swan Slab Boulders > Sloth Boulder",2.9,2,Send,,Boulder,,,20075
2024-06-27,"The Sloth",V3,,https://www.mountainproject.com/route/106951283/the-sloth,2,"California > Yosemite National Park > Yosemite Valley > * Yosemite Valley Bouldering > Swan Slab Boulders > Sloth Boulder",3.1,2,Send,,Boulder,,,20300
2024-06-26,"King for a Day",5.12a,"TR solos. Still a couple moves I couldn’t do. ",https://www.mountainproject.com/route/107277077/king-for-a-day,2,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",3.9,-1,TR,,Sport,,150,6600
2024-06-26,"Mecca Lite",5.10c,"TR solo",https://www.mountainproject.com/route/109562118/mecca-lite,1,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 7. Lower Cathedral Area > Mecca",2.8,-1,TR,,Sport,,70,3200
2024-06-24,"Solar Flare",V4,"Flash to the jug, but didn’t mantel",https://www.mountainproject.com/route/110787941/solar-flare,2,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > Sunrise Boulder",3.4,-1,,,Boulder,,,20400
2024-06-24,"Problem F",V2,,https://www.mountainproject.com/route/108593979/problem-f,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",2.3,-1,Flash,,Boulder,,10,20200
2024-06-24,"Adam's Arete",V8,,https://www.mountainproject.com/route/108593971/adams-arete,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",2.4,-1,Attempt,,Boulder,,12,20800
2024-06-24,"Problem D'",V0,,https://www.mountainproject.com/route/109960905/problem-d,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",1.5,-1,Flash,,Boulder,,10,20008
2024-06-24,"Problem C",V3,,https://www.mountainproject.com/route/108593950/problem-c,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",2.2,-1,Send,,Boulder,,10,20300
2024-06-24,"Problem C'",V3,,https://www.mountainproject.com/route/109960899/problem-c,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",1.8,-1,Flash,,Boulder,,10,20300
2024-06-24,"Problem D",V-easy,,https://www.mountainproject.com/route/108593958/problem-d,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",1.6,-1,Flash,,Boulder,,10,20000
2024-06-24,"Problem B",V1,,https://www.mountainproject.com/route/108593943/problem-b,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",1.5,2,Flash,,Boulder,,8,20100
2024-06-24,"Problem A",V4,,https://www.mountainproject.com/route/108593931/problem-a,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > *Lee Vining Bouldering > Aspen Boulder",2.4,2,Send,,Boulder,,10,20400
2024-06-19,"Red Dihedral (aka ""Yggdrasil"")",5.10,"Per super topo pitch breakdown:
Followed p1
Lead p2-3
Followed p4
Lead p5-6
Followed p7
Lead p8-8.5
Followed p8.5-10
Ridge scramble
Followed p11
Lead p12.

Climbed with Michael Malouli",https://www.mountainproject.com/route/105852183/red-dihedral-aka-yggdrasil,12,"California > High Sierra > 02 - The Sawtooth Ridge > Incredible Hulk",3.5,3,Lead,Onsight,"Trad, Alpine",,1500,3000
2024-06-16,"Power Of Union",5.11d,"Climbed with Chase, Nat, Scott & co",https://www.mountainproject.com/route/107887080/power-of-union,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,-1,TR,,Sport,,115,5500
2024-06-16,B-Gizzle,5.10d,,https://www.mountainproject.com/route/106831583/b-gizzle,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",2.7,-1,Lead,Fell/Hung,Sport,,60,3500
2024-06-16,"Twitch  (easy start)",5.11a,,https://www.mountainproject.com/route/109341291/twitch-easy-start,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Ministry Wall",2.6,3,Lead,Onsight,"Sport, TR",,75,4600
2024-06-16,Planetarium,5.12a,"Cool route!",https://www.mountainproject.com/route/105912909/planetarium,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.4,-1,Lead,Fell/Hung,Sport,,,6600
2024-06-15,"Flame Thrower",5.11c,,https://www.mountainproject.com/route/105912905/flame-thrower,2,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.7,3,Lead,Redpoint,Sport,,90,5200
2024-06-14,"The Main Line",5.10b,"Some of the ropes are so thick it was quite a challenge to self belay. ",https://www.mountainproject.com/route/117341933/the-main-line,7,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Tai Tower",3.4,-1,TR,,Trad,,1200,2900
2024-06-12,"Third Pillar, Regular Route",5.10a/b,"Bigger day than expected. Snow crossing was scary. Got off route twice on the first 2 pitches. Alpine fatigue by p4. Regardless, a great day out with Michael! The finish…. Damn, it’s good. ",https://www.mountainproject.com/route/105816995/third-pillar-regular-route,5,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Dana Plateau",3.8,-1,Lead,Fell/Hung,Trad,,800,2800
2024-06-09,"Positive Vibrations",5.11a,"Andrew linked p1-2. P2 finger locks were HARD!! I lead p3. Sweet pitch! Spicy, commiting, but safe. Andrew p4, me p5 (favorite pitch! Stellar hand crack) Andrew p6 (split into 2, belayed at the bolt). I followed both parts of p6 clean. Started to lead p7 and completely ran out of gas. French-freed downward to clean the gear and we bailed. Still an awesome day!!!",https://www.mountainproject.com/route/105860676/positive-vibrations,12,"California > High Sierra > 02 - The Sawtooth Ridge > Incredible Hulk",4.0,-1,Lead,Fell/Hung,"Trad, Alpine",,1200,4600
2024-06-03,"Newtonian Mechanics",5.12a,,https://www.mountainproject.com/route/120271151/newtonian-mechanics,1,"Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall",3.3,-1,Lead,Fell/Hung,Sport,,120,6600
2024-06-03,"Little Mochi",5.10b,,https://www.mountainproject.com/route/120270800/little-mochi,1,"Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall",3.3,3,Lead,Onsight,Sport,,85,2900
2024-06-03,"Jack O'Neill",5.12a,,https://www.mountainproject.com/route/120271061/jack-oneill,1,"Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall",3.5,3,Lead,Flash,Sport,,150,6600
2024-06-03,"Clem Fandango",5.11a,,https://www.mountainproject.com/route/120270999/clem-fandango,1,"Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall",3.8,3,Lead,Onsight,Sport,,115,4600
2024-06-03,"Kentucky Kid",5.11a/b,,https://www.mountainproject.com/route/120271137/kentucky-kid,1,"Nevada > Southern Nevada > Mount Potosi > West Side > Old Spanish Trail Crags (Story Crags) > Story Crag Main Wall",3.6,3,Lead,Onsight,Sport,,90,4800
2024-06-01,Caliban,"5.8+ R",,https://www.mountainproject.com/route/105732962/caliban,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",1.5,-1,TR,,Sport,,60,2200
2024-06-01,"You Are What You Eat",5.4,,https://www.mountainproject.com/route/105732965/you-are-what-you-eat,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",1.9,2,Follow,,Trad,,60,1400
2024-06-01,"Caustic Cock",5.11b,,https://www.mountainproject.com/route/105820098/caustic-cock,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",3.4,3,Lead,Fell/Hung,Sport,,40,4900
2024-06-01,"Caustic Cock",5.11b,,https://www.mountainproject.com/route/105820098/caustic-cock,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",3.4,3,Lead,Redpoint,Sport,,40,4900
2024-06-01,"What's Eating You",5.10a,,https://www.mountainproject.com/route/105944650/whats-eating-you,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.3,2,Lead,Onsight,Sport,,60,2600
2024-06-01,"A Man in Every Pot",5.8+,,https://www.mountainproject.com/route/105819734/a-man-in-every-pot,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.1,2,Lead,Onsight,Sport,,40,2200
2024-06-01,"A Day in the Life",5.11c,,https://www.mountainproject.com/route/105913834/a-day-in-the-life,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Gallery",3.2,3,Lead,Onsight,Sport,,60,5200
2024-06-01,"Yaak Crack",5.11c,,https://www.mountainproject.com/route/105732374/yaak-crack,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Gallery",3.6,3,Lead,Onsight,Sport,,70,5200
2024-06-01,"Pump First, Pay Later",5.10b,,https://www.mountainproject.com/route/105732563/pump-first-pay-later,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Gallery",2.0,2,Lead,Onsight,Sport,,60,2900
2024-06-01,"Gelatin Pooch",5.10a,,https://www.mountainproject.com/route/105732560/gelatin-pooch,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Gallery",2.2,2,TR,,Sport,,60,2600
2024-06-01,"Gelatin Pooch",5.10a,,https://www.mountainproject.com/route/105732560/gelatin-pooch,1,"Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Gallery",2.2,2,Lead,Onsight,Sport,,60,2600
2024-05-27,"Baseboy (Bolted Variation)",5.11-,,https://www.mountainproject.com/route/105944445/baseboy-bolted-variation,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.8,3,TR,,Sport,,75,4700
2024-05-27,"Baseboy (Bolted Variation)",5.11-,,https://www.mountainproject.com/route/105944445/baseboy-bolted-variation,1,"Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Cannibal Crag",2.8,3,Lead,Fell/Hung,Sport,,75,4700
2024-05-27,"Under the Boardwalk",5.11a,,https://www.mountainproject.com/route/105813238/under-the-boardwalk,1,"Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Calico Hills Trail > The Pier",3.4,3,Lead,Redpoint,Sport,,50,4600
2024-05-27,"Under the Boardwalk",5.11a,,https://www.mountainproject.com/route/105813238/under-the-boardwalk,1,"Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Calico Hills Trail > The Pier",3.4,3,Lead,Fell/Hung,Sport,,50,4600
2024-05-26,"Sacred Undergarment Squeeze Job",5.8,,https://www.mountainproject.com/route/105903232/sacred-undergarment-squeeze-job,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall",2.7,3,Lead,Onsight,Sport,,70,2100
2024-05-26,"Brief Encounter",5.8,,https://www.mountainproject.com/route/105813275/brief-encounter,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall",2.6,3,Lead,Onsight,Sport,,60,2100
2024-05-26,"Edible Panties","5.10- X",,https://www.mountainproject.com/route/106423068/edible-panties,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall",2.6,-1,TR,,"Trad, TR",,70,2700
2024-05-26,"Viagra Falls",5.11d,,https://www.mountainproject.com/route/105732629/viagra-falls,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall",2.6,3,Lead,Onsight,Sport,,50,5500
2024-05-26,"Panty Raid",5.10a,,https://www.mountainproject.com/route/105732941/panty-raid,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall",3.3,3,TR,,Trad,,80,2600
2024-05-26,"Panty Raid",5.10a,,https://www.mountainproject.com/route/105732941/panty-raid,1,"Nevada > Southern Nevada > Red Rocks > (03) First Pullout (Calico I) > Panty Wall",3.3,3,Lead,Onsight,Trad,,80,2600
2024-05-25,"What is Your Weakness?",5.11c,,https://www.mountainproject.com/route/111904742/what-is-your-weakness,1,"Nevada > Southern Nevada > Mount Charleston > Kyle Canyon > Cathedral Rock > Weakness Wall",2.4,2,Lead,Onsight,Sport,,,5200
